1,100,80
2,120,94
3,140,112
4,160,126
5,180,142
6,200,162
7,220,165
8,240,196
9,260,213
10,280,226
11,300,220
12,320,259
13,340,260
14,360,288
15,380,308
16,400,333
17,420,337
18,440,368
19,460,378
20,480,388
21,500,400
22,520,400
23,540,432
24,560,444
25,580,463
26,600,483
27,620,495.6
28,640,523
29,660,527.2
30,680,550
31,700,558.8
32,720,568
33,740,587
34,760,606.2
35,780,622
36,800,637.8
37,820,653.6
38,840,680
39,860,685.2
40,880,699
